EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,,,,
5716960,MIAMI-DADE CO.,EAST PORTION,10/15/99,1000,Flash Flood, , ,0,0,100000000,200000000,FL,EST, ,2413618,C,86,MFL,0,0,EMERGENCY MANAGER, , , , , , , ,EAST PORTION,10/16/99,1200, , , , ,,"Widespread flooding from hurricane Irene inundated most of the metropolitan areas of Miami-Dade, Broward and Palm Beach counties.",11,,,,
5137879,MIAMI-DADE CO.,MIAMI,4/14/00,1300,Flash Flood, , ,0,0,10000,0,FL,EST, ,1092955,C,86,MFL,0,0,METEOROLOGIST(NON NWS), , , , , , , ,MIAMI,4/14/00,1300, , , , ,,Six inches of rain in two hours caused street flooding in Miami.  Flood waters entered a department store in downtown Miami.,12,,,,
5139084,MIAMI-DADE CO.,MIAMI,5/31/00,322,Flash Flood, , ,0,0,5000,0,FL,EST, ,1093217,C,86,MFL,0,0,LAW ENFORCEMENT, , , , , , , ,MIAMI,5/31/00,430, , , , ,,"Three to five inches of rain fell in a few hours, causing street flooding and inundation of a police substation in northeast Miami.",13,,,,
5174719,COASTAL DADE (ZONE), ,10/3/00,1620,Flood, , ,0,0,440000000,500000000,FL,EST, ,1102998,Z,74,MFL,0,0,LAW ENFORCEMENT, , , , , , , , ,10/4/00,1200, , , , ,,"On October 2 and 3, 2000 a broad area of low pressure in the Gulf of Mexico off the southwest Florida coast moved northeast across central florida and eventually became subtropical depression number 1 then tropical storm Leslie off of the northeast Florida coast.  A band of heavy rain along its southern flank became nearly stationary across southeast Florida and produced a 10-mile wide swath of 10 to 20 inches of rain in Miami-Dade and extreme southeast Broward counties.  The swath was centered from Golden Beach to Opa Locka to Miami Springs to Sweetwater to West Kendall.  About 2 to 3 inches of the rain fell on October 2 and another 12 inches fell during the late afternoon and evening of October 3.  Flooding of  poorly drained urban areas quickly followed during the evening of October 3 and lasted into midday October 4.  Some flood waters lingered for up to a week.   Flood damage was particularly severe in the communities of Sweetwater, West Miami, Hialeah, Opa Locka and  Pembroke Park.

An estimated 93000 houses with about 214000 persons were isolated by flood waters.  Power was cut to 13000 people.  There were three indirect deaths including two males who drove vehicles into canals and one man who fell from a roof while reparing a leak.",14,,,,
5174721,COASTAL DADE (ZONE), ,10/5/00,1950,Flood, , ,0,0,0,0,FL,EST, ,1102999,Z,74,MFL,0,0,LAW ENFORCEMENT, , , , , , , , ,10/5/00,1950, , , , ,Locally heavy rain in Hialeah caused road flooding and some recurrence of structure flooding after  the October 3-4 flood event.,,15,,,,
5174722,COASTAL DADE (ZONE), ,10/6/00,1920,Flood, , ,0,0,0,0,FL,EST, ,1103000,Z,74,MFL,0,0,LAW ENFORCEMENT, , , , , , , , ,10/6/00,1920, , , , ,Locally heavy rain produced street flooding in southwest  Miami-Dade County.,,16,,,,
5166855,INLAND DADE (ZONE), ,12/10/00,900,Flood, , ,0,0,100000,13000000,FL,EST, ,1104809,Z,73,MFL,0,0,NEWSPAPER, , , , , , , , ,12/10/00,1800, , , , ,,"A stalled front contributed to producing up to nearly 14 inches of rain in 5 hours over portions of south Miami-Dade County.  Rainfall amounts in south Miami-Dade ranged from 3 inches at Homestead General Airport to 13.9 inches at Homestead Air Reserve Base with amounts elsewhere from 10 inches in south Miami...Westchester and Cutler Ridge to 5 inches from Hialeah and north Miami Beach.  Potato and corn crops were 80% destroyed.  Roadways and a few neighborhoods were flooded. Two teenage boys in Sweetwater, died by electrocution as they waded across Flagler Street near 102 Avenue SW and touched a street light pole.  A third person died when he drove his vehicle into a canal.",17,,,,
5272141,COASTAL DADE (ZONE), ,11/5/01,200,Hurricane (Typhoon), , ,0,0,10000,0,FL,EST, ,1124518,Z,74,MFL,0,0,NEWSPAPER, , , , , , , , ,11/5/01,1200, , , , ,,"Hurricane Michelle after forming into a depression in the southwest Caribbean Sea on October 29 drifted north and became a tropical storm on October 31 and a hurricane on November 2.    It turned northeast and made landfall along the south shore of Cuba as a category 4 hurricane on the Saffir-Simpson Hurricane Scale.  Michelle weakened as it moved across Cuba and into the central Bahamas.  The center reached its closest approach to southeast Florida, about 170 miles southeast of Miami, around 4 am November 5.  Tropical storm warnings were issued for southeast Florida at 10 pm, November 3.  The minimum pressure and maximum winds along the southeast Florida coast occurred at Miami Beach with a barometer reading of 1001.2 mb and sustained winds of 37 knots with gusts of 44 knots.  Fowey Rocks Light, just south of Key Biscayne, reported a peak gust of 53 knots.  Storm surge was estimated to be 1-2 feet while rainfall amounts of 1 to 2 inches were widespread across the southeast Florida  mainland.  Two brief tornadoes were spawned by Michelle causing minor damage.",18,,,,
5326085,MIAMI-DADE CO.,NORTH MIAMI,12/9/02,600,Flash Flood, , ,0,0,50000,0,FL,EST, ,1145748,C,86,MFL,0,0,NEWSPAPER, , , , , , , ,NORTH MIAMI,12/9/02,800, , , , ,Up to 7 inches of rain fell along the coastal areas from Miami Beach to Fort Lauderdale.  Flooding in North Miami caused minor damage to houses and businesses.,,19,,,,
5422411,COASTAL DADE (ZONE), ,9/4/04,900,Hurricane (Typhoon), , ,0,0,34000000,0,FL,EST, ,1179869,Z,74,MFL,0,0,EMERGENCY MANAGER, , , , , , , , ,9/5/04,1100, , , , ,,"Hurricane Frances formed from a tropical depression in the deep tropical Atlantic on August 25 about 1400 miles east of the Lesser Antilles and reached hurricane strength on August 26.  Frances became a Category 4 Hurricane on August 28 while about 700 miles east of the Lesser Antilles. Frances then moved generally west northwest and weakened to a Category 2 hurricane while crossing the northwest Bahamas.  After stalling for about 12 hours on September 4 in the Florida Straits between Grand Bahama Island and the southeast Florida coast, the center of the nearly 70-mile diameter eye crossed the Florida coast near Sewalls Point, at 1 A.M. EDT, September 5, 2004 with the southern eyewall affecting the extreme northeast portion of Palm Beach County.  Frances moved farther inland just north of Lake Okeechobee and weakened to a tropical storm before crossing the entire Florida Peninsula and exiting into the Gulf of Mexico just north of Tampa late on September 5.  It made a second landfall as a tropical storm in the eastern Florida Panhandle.

Sustained tropical storm-force winds likely occurred in all six south Florida counties.  Although no sustained hurricane-force winds were officially observed in any of the six south Florida counties, an NWS instrument on the eastern shore of Lake Okeechobee at Port Mayaca, just across the Palm Beach County border, measured a sustained wind of 85 mph.  At West Palm Beach International Airport the highest sustained wind was 64 mph with a peak gust of 82 mph and the lowest observed barometric pressure was 972 mb.  A South Florida Water Management District instrument measured a peak wind gust of 92 mph over the eastern portion of Lake Okeechobee.  The estimated peak wind gust in the Palm Beach metro area was 91 mph at Jupiter Inlet with a peak wind gust of 87 mph measured by a C-MAN station at Lake Worth Pier.  In Glades County near the western shore of Lake Okeechobee the highest measured sustained wind was 60 mph with a peak gust of 90 mph.  In Clewiston, a sustained wind of 60 mph with a gust of 80 mph was estimated.  The highest measured sustained wind at Fort Lauderdale-Hollywood International Airport was 41 mph with a peak gust of 55 mph.  In Miami-Dade County a maximum sustained wind of 62 mph with a peak gust of 78 mph was measured at the C-MAN station at Fowey Rocks Light with sustained winds of 42 mph and a peak gust of 59 mph at Miami International Airport.  At the Naples Municipal Airport the ASOS measured a maximum sustained wind of 38 mph with a peak gust of 54 mph.

A maximum storm-total rainfall amount of 13.56 inches was measured at West Palm Beach International Airport with 10.36 inches of that occurring in a 24-hour period.  Unofficial storm-total rainfalls included 9.56 inches at Boynton Beach, 8 inches at Deerfield Beach and 7.18 inches at Hillsboro Canal.  Widespread storm-total amounts of 3 to 5 inches occurred in southeast and interior south Florida with southwest Florida averaging 1 to 3 inches.  Rainfall flooding was mostly minor except for a few locations in Palm Beach County which had up to 3 feet of standing water.  A section of I-95 in Palm Beach County was closed due to a large sinkhole.

The maximum storm surge was estimated to have ranged from 2 to 4 feet along the northeast Palm Beach Coast to 1 to 2 feet along the northeast Broward Coast.  Within the confines of the Herbert Hoover Dike, water levels on Lake Okeechobee fluctuated up to 5 feet above and below normal. Coastal beach erosion was moderate in Palm Beach and portions of Broward counties and was minor in Miami-Dade and Collier counties.

There were no confirmed tornadoes.

There were no known direct deaths, but at least 9 people died in the aftermath.  Six of these deaths occurred in Palm Beach County, mainly as the result of vehicle-related accidents or from drownings.  Two vehicle-related deaths were reported in Broward County and one person died in Collier County while clearing debris.  An unknown number of injuries occurred.

Property damage at the coast occurred mainly to marinas, piers, seawalls, bridges and docks, as well as to boats.  Inland structure damage included 15,000 houses and 2,400 businesses in Palm Beach County.  Wind damage to house roofs, mobile homes, trees, power lines, signs, screened enclosures and outbuildings occurred over much of southeast Florida including areas near Lake Okeechobee, but was greatest in Palm Beach County.

A preliminary damage estimate for Frances in south Florida is $620 million, including $500 million in Palm Beach, $80 million in Broward, and $34 million in Miami-Dade.  Crop damage in Palm Beach County was estimated at an additional $70 million to sugar cane and vegetables and additional heavy losses occurred to nurseries.

Florida Power and Light reported power outages occurred to 659,000 customer in Palm Beach, 590,000 in Broward, 423,000 in Miami-Dade, 39,200 in Collier, 2,500 in Hendry and 1,700 in Collier.  An estimated 17,000 persons sought refuge in public shelters in Palm Beach County and nearly 7,000 in Broward County.",20,,,,
5422418,COASTAL DADE (ZONE), ,9/25/04,900,Hurricane (Typhoon), , ,0,0,10000000,0,FL,EST, ,1179870,Z,74,MFL,0,0,EMERGENCY MANAGER, , , , , , , , ,9/26/04,900, , , , ,,"Hurricane Jeanne formed from a tropical depression just east of the Leeward Islands on September 13. She moved across Puerto Rico and Hispaniola then turned north into the Atlantic and became a hurricane on September 20.  Jeanne made a clockwise loop for three days in the Atlantic north of Hispaniola before moving west northwest. It strengthened to a Category 3 Hurricane while over the northwest Bahamas and then make landfall around 11 P.M., September 25 near the south end of Hutchinson Island, nearly coincident with the landfall point of Hurricane Frances nearly three week before.  The 40-mile diameter eye was not quite as large as Frances, but the southern eyewall again affected northeast Palm Beach County.  After landfall Jeanne initially moved along a track similar to Frances, just north of Lake Okeechobee as it weakened to a tropical storm then it turned to the northwest and moved over the northwest Florida Peninsula.

Although slightly smaller and stronger then Hurricane Frances, winds and pressures  over southeast Florida were remarkably similar to Frances.  Unfortunately, the ASOS at West Palm Beach International Airport quit sending data during the height of the hurricane. Sustained tropical storm-force winds likely occurred over most of Palm Beach and northeast Glades counties and portions of Broward, Hendry and Collier counties.  Although no sustained hurricane-force winds were officially observed in any of the six south Florida counties, portions of northern Palm Beach County mostly likely experienced them.  A South Florida Water Management District (SFWMD) instrument in the Martin County portion of Lake Okeechobee measured a 15-minute sustained wind of 79 mph with a peak gust of 105 mph.  In metropolitan Palm Beach the highest official sustained wind speed was 60 mph with a peak gust of 94 mph from the C-MAN station at Lake Worth Pier. An unofficial peak wind gust of 125 mph was measured in West Palm Beach at the Solid Waste Treatment Plant.   In Glades County near the western shore of Lake Okeechobee the highest sustained wind measured at a SFWMD instrument was 68 mph with a peak gust of 94 mph. Near Clewiston the highest measured sustained wind was 31 mph with a peak wind gust of 72 mph from a SFWMD instrument.  The highest measured sustained wind in Broward County was 46 mph with a peak wind gust of 67 mph from the ASOS site at Pompano Beach Airpark.  At Fort Lauderdale-Hollywood International Airport the ASOS site measured a maximum sustained wind of 40 mph with a peak gust of 56 mph.  In Miami-Dade County a maximum sustained wind of 49 mph with a peak gust of 59 mph was measured at the C-MAN station at Fowey Rocks Light with sustained winds of 26 mph and gusts to 36 mph at Miami International Airport ASOS.  At the Naples Municipal Airport, the ASOS maximum sustained wind was measured at 33 mph with a peak gust of 45 mph.  The lowest barometric pressure of 960.4 mb was measured at a SFWMD site in the Martin County portion of Lake Okeechobee.

A SFWMD gage measured a maximum storm-total rainfall amount of 10.22 inches over the eastern portion of Lake Okeechobee.  A SFWMD gage about four miles west of West Palm Beach International Airport measured 9.10 inches with 8.79 inches of that occurring in a 24-hour period. At Moore Haven, 5.99 inches of rain was measured.  Widespread storm-total amounts of one to four inches occurred in most of southeast and interior south Florida with Miami-Dade County and Collier County averaging one half to one inch. Mostly minor rainfall flooding was observed except locally severe in Palm Beach Gardens, Jupiter and in the farmlands of western Palm Beach County.

The estimated maximum storm surge ranged from two to four feet along the northeast Palm Beach Coast to one to two feet along the northeast Broward Coast.  Within the confines of the Herbert Hoover Dike, water levels on Lake Okeechobee fluctuated up to seven feet above and below normal causing severe flooding of some marinas.  Beach erosion was moderate in Palm Beach and minor in Broward and Miami-Dade counties.

There were no confirmed tornadoes.

There were no known direct deaths but four persons died in the aftermath.  An unknown number of injuries occurred. 

Property damage from storm surge and winds at the coast occurred to condos, marinas, piers, seawalls, bridges and docks, as well as to boats and a few coastal roadways. Inland wind damage to building roofs, mobile homes, trees, power lines, signs, and outbuildings occurred over mainly over Palm Beach County and portions of eastern Glades and Hendry counties.

A preliminary damage estimate for Jeanne in southeast Florida is $330 million, including $260 million in Palm Beach, $50 million in Broward and $10 million in Miami-Dade.  Agricultural  Damage in Palm Beach County was estimated at $30 million.

Florida Power and Light reported outages occurred to 591,300 customers in Palm Beach, 165,900 in Broward, 25,100 in Miami-Dade, 5,200 in Collier, 3,000 in Hendry and 1,500 in Glades. An estimated 12,534 persons sought refuge in public shelters in Palm Beach County.",21,,,,
5422497,MIAMI-DADE CO.,KENDALL,9/28/04,1332,Flash Flood, , ,0,0,50000,0,FL,EST, ,1179883,C,86,MFL,0,0,LAW ENFORCEMENT, , , , , , , ,KENDALL,9/28/04,1630, , , , ,Extensive street flooding was observed with depths up to eighteen inches.  Some minor flooding of residences occurred.,,22,,,,
5452813,COASTAL DADE (ZONE), ,7/8/05,1600,Hurricane (Typhoon), , ,0,0,0,0,FL,EST, ,1190954,Z,74,MFL,0,0,NEWSPAPER, , , , , , , , ,7/10/05,1200, , , , ,,"As Hurricane Dennis moved through the northwest Caribbean Sea and southeast Gulf of Mexico the outer fringes affected south Florida.  Several strong squalls moved across the area...mainly from Friday afternoon through Saturday afternoon. Overall damage across south Florida was minor and consisted mostly of uprooted trees or tree limbs blow down causing some damage to structure roofs...vehicles and power lines.  FP&L estimated power outages to 463,000 customers.  There was one known direct death...a man who drowned on Thursday afternoon in a likely rip current off of Hollywood Beach. An indirect death occurred in Fort Lauderdale when a man was electrocuted after stepping on a downed power line.

Peak wind gusts at land locations included 69 mph at Miami Beach...68 mph at Flamingo...67 mph at Opa Locka Airport...64 mph at Tamiami Airport...58 mph at North Perry Airport...54 mph at Naples Airport...53 mph at Virginia Key...51 mph at Miami International Airport...50 mph at Pompano Beach Airport and 47 mph at For Lauderdale-Hollywood International Airport.  Over water, a peak gust of 84 mph was measured at the C-MAN station at Fowey Rocks Light.

Mostly minor coastal flooding was observed.  Along the southwest Florida coast the maximum storm surge was 2.6 feet with a maximum storm tide of 4.2 feet measured at Naples Pier. Along the southeast Florida Coast the maximum surge was less than one foot.

Rainfall flooding was mostly minor with official rainfall amounts for the 72 hour period from Friday through Sunday ranging from one to nearly seven inches with an average of two to four inches across much of south Florida.  The peak amount was 6.89 inches in Perrine with 5.03 inches in Hollywood and 4.36 inches at Fort Lauderdale.",23,,,,
